 NumElements:            1
 Element:            1
 FFD Points          240
  0.75716954469680786          8.7208375334739685E-002    -2.5014001876115799E-002
           4             2             1
   1.0137358903884888          8.4916561841964722E-002    0.52061331272125244     
           4             2             2
   1.3015437126159668          9.6688285470008850E-002     1.0662405490875244     
           4             2             3
   1.6048475503921509         0.12590254843235016          1.6118677854537964     
           4             2             4
   1.9717266559600830         0.17064027488231659          2.1574952602386475     
           4             2             5
   2.2861919403076172         0.22147321701049805          2.7031226158142090     
           4             2             6
   2.6530468463897705         0.15022426843643188          3.2487497329711914     
           4             2             7
   2.9677970409393311         0.67172527313232422          3.7943770885467529     
           5             0             0
  0.95265263319015503        -0.22784169018268585         -2.5014001876115799E-002
           5             0             1
   1.1749179363250732        -0.13504609465599060         0.52061331272125244     
           5             0             2
   1.4303557872772217         -7.1003034710884094E-002     1.0662405490875244     
           5             0             3
   1.7231774330139160         -2.9244903475046158E-002     1.6118677854537964     
           5             0             4
   2.0747704505920410          2.6632247492671013E-002     2.1574952602386475     
           5             0             5
   2.3749678134918213          8.5710525512695312E-002     2.7031226158142090     
           5             0             6
   2.7269103527069092          2.1143585443496704E-002     3.2487497329711914     
           5             0             7
   3.0291042327880859         0.55707907676696777          3.7943770885467529     
           5             1             0
  0.95265263319015503         -7.0316657423973083E-002    -2.5014001876115799E-002
           5             1             1
   1.1749179363250732         -2.5064766407012939E-002    0.52061331272125244     
           5             1             2
   1.4303557872772217          1.2842625379562378E-002     1.0662405490875244     
           5             1             3
   1.7231774330139160          4.8328820616006851E-002     1.6118677854537964     
           5             1             4
   2.0747704505920410          9.8636262118816376E-002     2.1574952602386475     
           5             1             5
   2.3749678134918213         0.15359187126159668          2.7031226158142090     
           5             1             6
   2.7269103527069092          8.5683926939964294E-002     3.2487497329711914     
           5             1             7
   3.0291042327880859         0.61440217494964600          3.7943770885467529     
           5             2             0
  0.95265263319015503          8.7208375334739685E-002    -2.5014001876115799E-002
           5             2             1
   1.1749179363250732          8.4916561841964722E-002    0.52061331272125244     
           5             2             2
   1.4303557872772217          9.6688285470008850E-002     1.0662405490875244     
           5             2             3
   1.7231774330139160         0.12590254843235016          1.6118677854537964     
           5             2             4
   2.0747704505920410         0.17064027488231659          2.1574952602386475     
           5             2             5
   2.3749678134918213         0.22147321701049805          2.7031226158142090     
           5             2             6
   2.7269103527069092         0.15022426843643188          3.2487497329711914     
           5             2             7
   3.0291042327880859         0.67172527313232422          3.7943770885467529     
           6             0             0
   1.1481359004974365        -0.22784169018268585         -2.5014001876115799E-002
           6             0             1
   1.3360999822616577        -0.13504609465599060         0.52061331272125244     
           6             0             2
   1.5591679811477661         -7.1003034710884094E-002     1.0662405490875244     
           6             0             3
   1.8415073156356812         -2.9244903475046158E-002     1.6118677854537964     
           6             0             4
   2.1778142452239990          2.6632247492671013E-002     2.1574952602386475     
           6             0             5
   2.4637436866760254          8.5710525512695312E-002     2.7031226158142090     
           6             0             6
   2.8007738590240479          2.1143585443496704E-002     3.2487497329711914     
           6             0             7
   3.0904114246368408         0.55707907676696777          3.7943770885467529     
           6             1             0
   1.1481359004974365         -7.0316657423973083E-002    -2.5014001876115799E-002
           6             1             1
   1.3360999822616577         -2.5064766407012939E-002    0.52061331272125244     
           6             1             2
   1.5591679811477661          1.2842625379562378E-002     1.0662405490875244     
           6             1             3
   1.8415073156356812          4.8328820616006851E-002     1.6118677854537964     
           6             1             4
   2.1778142452239990          9.8636262118816376E-002     2.1574952602386475     
           6             1             5
   2.4637436866760254         0.15359187126159668          2.7031226158142090     
           6             1             6
   2.8007738590240479          8.5683926939964294E-002     3.2487497329711914     
           6             1             7
   3.0904114246368408         0.61440217494964600          3.7943770885467529     
           6             2             0
   1.1481359004974365          8.7208375334739685E-002    -2.5014001876115799E-002
           6             2             1
   1.3360999822616577          8.4916561841964722E-002    0.52061331272125244     
           6             2             2
   1.5591679811477661          9.6688285470008850E-002     1.0662405490875244     
           6             2             3
   1.8415073156356812         0.12590254843235016          1.6118677854537964     
           6             2             4
   2.1778142452239990         0.17064027488231659          2.1574952602386475     
           6             2             5
   2.4637436866760254         0.22147321701049805          2.7031226158142090     
           6             2             6
   2.8007738590240479         0.15022426843643188          3.2487497329711914     
           6             2             7
   3.0904114246368408         0.67172527313232422          3.7943770885467529     
           7             0             0
   1.3436189889907837        -0.22784169018268585         -2.5014001876115799E-002
           7             0             1
   1.4972821474075317        -0.13504609465599060         0.52061331272125244     
           7             0             2
   1.6879801750183105         -7.1003034710884094E-002     1.0662405490875244     
           7             0             3
   1.9598371982574463         -2.9244903475046158E-002     1.6118677854537964     
           7             0             4
   2.2808580398559570          2.6632247492671013E-002     2.1574952602386475     
           7             0             5
   2.5525193214416504          8.5710525512695312E-002     2.7031226158142090     
           7             0             6
   2.8746371269226074          2.1143585443496704E-002     3.2487497329711914     
           7             0             7
   3.1517186164855957         0.55707907676696777          3.7943770885467529     
           7             1             0
   1.3436189889907837         -7.0316657423973083E-002    -2.5014001876115799E-002
           7             1             1
   1.4972821474075317         -2.5064766407012939E-002    0.52061331272125244     
           7             1             2
   1.6879801750183105          1.2842625379562378E-002     1.0662405490875244     
           7             1             3
   1.9598371982574463          4.8328820616006851E-002     1.6118677854537964     
           7             1             4
   2.2808580398559570          9.8636262118816376E-002     2.1574952602386475     
           7             1             5
   2.5525193214416504         0.15359187126159668          2.7031226158142090     
           7             1             6
   2.8746371269226074          8.5683926939964294E-002     3.2487497329711914     
           7             1             7
   3.1517186164855957         0.61440217494964600          3.7943770885467529     
           7             2             0
   1.3436189889907837          8.7208375334739685E-002    -2.5014001876115799E-002
           7             2             1
   1.4972821474075317          8.4916561841964722E-002    0.52061331272125244     
           7             2             2
   1.6879801750183105          9.6688285470008850E-002     1.0662405490875244     
           7             2             3
   1.9598371982574463         0.12590254843235016          1.6118677854537964     
           7             2             4
   2.2808580398559570         0.17064027488231659          2.1574952602386475     
           7             2             5
   2.5525193214416504         0.22147321701049805          2.7031226158142090     
           7             2             6
   2.8746371269226074         0.15022426843643188          3.2487497329711914     
           7             2             7
   3.1517186164855957         0.67172527313232422          3.7943770885467529     
           8             0             0
   1.5391020774841309        -0.22784169018268585         -2.5014001876115799E-002
           8             0             1
   1.6584641933441162        -0.13504609465599060         0.52061331272125244     
           8             0             2
   1.8167922496795654         -7.1003034710884094E-002     1.0662405490875244     
           8             0             3
   2.0781669616699219         -2.9244903475046158E-002     1.6118677854537964     
           8             0             4
   2.3839018344879150          2.6632247492671013E-002     2.1574952602386475     
           8             0             5
   2.6412951946258545          8.5710525512695312E-002     2.7031226158142090     
           8             0             6
   2.9485006332397461          2.1143585443496704E-002     3.2487497329711914     
           8             0             7
   3.2130260467529297         0.55707907676696777          3.7943770885467529     
           8             1             0
   1.5391020774841309         -7.0316657423973083E-002    -2.5014001876115799E-002
           8             1             1
   1.6584641933441162         -2.5064766407012939E-002    0.52061331272125244     
           8             1             2
   1.8167922496795654          1.2842625379562378E-002     1.0662405490875244     
           8             1             3
   2.0781669616699219          4.8328820616006851E-002     1.6118677854537964     
           8             1             4
   2.3839018344879150          9.8636262118816376E-002     2.1574952602386475     
           8             1             5
   2.6412951946258545         0.15359187126159668          2.7031226158142090     
           8             1             6
   2.9485006332397461          8.5683926939964294E-002     3.2487497329711914     
           8             1             7
   3.2130260467529297         0.61440217494964600          3.7943770885467529     
           8             2             0
   1.5391020774841309          8.7208375334739685E-002    -2.5014001876115799E-002
           8             2             1
   1.6584641933441162          8.4916561841964722E-002    0.52061331272125244     
           8             2             2
   1.8167922496795654          9.6688285470008850E-002     1.0662405490875244     
           8             2             3
   2.0781669616699219         0.12590254843235016          1.6118677854537964     
           8             2             4
   2.3839018344879150         0.17064027488231659          2.1574952602386475     
           8             2             5
   2.6412951946258545         0.22147321701049805          2.7031226158142090     
           8             2             6
   2.9485006332397461         0.15022426843643188          3.2487497329711914     
           8             2             7
   3.2130260467529297         0.67172527313232422          3.7943770885467529     
           9             0             0
   1.7345851659774780        -0.22784169018268585         -2.5014001876115799E-002
           9             0             1
   1.8196462392807007        -0.13504609465599060         0.52061331272125244     
           9             0             2
   1.9456044435501099         -7.1003034710884094E-002     1.0662405490875244     
           9             0             3
   2.1964969635009766         -2.9244903475046158E-002     1.6118677854537964     
           9             0             4
   2.4869456291198730          2.6632247492671013E-002     2.1574952602386475     
           9             0             5
   2.7300710678100586          8.5710525512695312E-002     2.7031226158142090     
           9             0             6
   3.0223641395568848          2.1143585443496704E-002     3.2487497329711914     
           9             0             7
   3.2743332386016846         0.55707907676696777          3.7943770885467529     
           9             1             0
   1.7345851659774780         -7.0316657423973083E-002    -2.5014001876115799E-002
           9             1             1
   1.8196462392807007         -2.5064766407012939E-002    0.52061331272125244     
           9             1             2
   1.9456044435501099          1.2842625379562378E-002     1.0662405490875244     
           9             1             3
   2.1964969635009766          4.8328820616006851E-002     1.6118677854537964     
           9             1             4
   2.4869456291198730          9.8636262118816376E-002     2.1574952602386475     
           9             1             5
   2.7300710678100586         0.15359187126159668          2.7031226158142090     
           9             1             6
   3.0223641395568848          8.5683926939964294E-002     3.2487497329711914     
           9             1             7
   3.2743332386016846         0.61440217494964600          3.7943770885467529     
           9             2             0
   1.7345851659774780          8.7208375334739685E-002    -2.5014001876115799E-002
           9             2             1
   1.8196462392807007          8.4916561841964722E-002    0.52061331272125244     
           9             2             2
   1.9456044435501099          9.6688285470008850E-002     1.0662405490875244     
           9             2             3
   2.1964969635009766         0.12590254843235016          1.6118677854537964     
           9             2             4
   2.4869456291198730         0.17064027488231659          2.1574952602386475     
           9             2             5
   2.7300710678100586         0.22147321701049805          2.7031226158142090     
           9             2             6
   3.0223641395568848         0.15022426843643188          3.2487497329711914     
           9             2             7
   3.2743332386016846         0.67172527313232422          3.7943770885467529     
 SolidBoundaryPointData         8049
   7.3221459984779358E-002    -6.5787948668003082E-002    -1.4002127500134520E-005     1.4554250240325928     
   4.5794799923896790E-002    0.50792288780212402          6.5455459989607334E-003
  0.15639592707157135        -0.10131527483463287         -1.1775025086535607E-005    0.46270936727523804     
   9.3452356755733490E-002    0.39358785748481750          6.5461285412311554E-003
  0.41817176342010498        -0.17240980267524719         -6.1482883211283479E-006    0.75935357809066772     
  0.24344651401042938         0.16478750109672546          6.5476023592054844E-003
   1.1606431007385254         -3.3046856522560120E-002    -3.7113072721695062E-006    0.50745451450347900     
  0.66887831687927246         0.61328846216201782          6.5482398495078087E-003
   1.1020520925521851         -2.4838382378220558E-002    -3.5946479783888208E-006    0.11425431072711945     
  0.63530582189559937         0.63970518112182617          6.5482710488140583E-003
  0.19921520352363586        -0.11593952029943466         -1.6797596344986232E-006     4.5512508600950241E-002
  0.11798374354839325         0.34652033448219299          6.5487716346979141E-003
  0.73300886154174805        -0.20284183323383331         -1.5070497738634003E-006    0.24246053397655487     
  0.42384508252143860          6.6848695278167725E-002     6.5488168038427830E-003
   3.5402800887823105E-002    -4.3699976056814194E-002    -1.2996532632314484E-006    0.77825731039047241     
   2.4119801819324493E-002    0.57900375127792358          6.5488717518746853E-003
   1.0434150695800781         -1.6961188986897469E-002    -6.7210987708676839E-007     1.2191838026046753     
  0.60170650482177734         0.66505527496337891          6.5490351989865303E-003
  0.42316791415214539          5.3276870399713516E-002    -4.4898249029756698E-007    0.16994883120059967     
  0.24630732834339142         0.89109772443771362          6.5490938723087311E-003
  0.86730653047561646          5.1406770944595337E-003    -2.7401588909015118E-007     7.9018231481313705E-003
  0.50079685449600220         0.73618417978286743          6.5491399727761745E-003
  0.92603498697280884         -2.0221373997628689E-003    -1.8075559182761936E-007     1.1873343959450722E-002
  0.53444802761077881         0.71313256025314331          6.5491641871631145E-003
  0.12788462638854980          5.6032456457614899E-002    -5.0830262665613191E-008    0.54935628175735474     
   7.7111013233661652E-002    0.89996576309204102          6.5491981804370880E-003
   1.5691779851913452        -0.10074467957019806         -4.4880130722901868E-009    0.63338410854339600     
  0.90296661853790283         0.39542016386985779          6.5492107532918453E-003
   1.4528048038482666         -7.9341575503349304E-002     1.3303567969469299E-010    0.59137636423110962     
  0.83628487586975098         0.46430045366287231          6.5492116846144199E-003
   1.3361079692840576         -5.9773996472358704E-002     5.0158126541077763E-009     1.3944875001907349     
  0.76941806077957153         0.52727353572845459          6.5492130815982819E-003
  0.28600862622261047        -0.14154374599456787          1.7885643188719769E-008     1.5110450983047485     
  0.16771547496318817         0.26411914825439453          6.5492163412272930E-003
  0.67538291215896606          2.7447316795587540E-002     3.6360781052735547E-008    0.80855858325958252     
  0.39082518219947815         0.80797213315963745          6.5492214635014534E-003
   3.6417723167687654E-003    -1.3981562107801437E-002     4.7855241547267724E-008    0.46525874733924866     
   5.9203072451055050E-003    0.67464429140090942          6.5492242574691772E-003
  0.50731927156448364          4.5466434210538864E-002     5.0592262823556666E-008     8.6198605597019196E-002
  0.29452550411224365         0.86596190929412842          6.5492251887917519E-003
  0.59741926193237305        -0.19685664772987366          8.1793395168006100E-008    0.71737259626388550     
  0.34615245461463928          8.6109533905982971E-002     6.5492335706949234E-003
   1.2271509170532227        -0.17250154912471771          1.0779506709468478E-007    0.99835073947906494     
  0.70698601007461548         0.16448998451232910          6.5492400899529457E-003
   4.4515687040984631E-003     1.1823530308902264E-002     1.5935435726532887E-007    0.68776905536651611     
   6.3842698000371456E-003    0.75769108533859253          6.5492540597915649E-003
  0.55237072706222534        -0.19260311126708984          2.8394683226906636E-007    0.98474013805389404     
  0.32033988833427429          9.9797695875167847E-002     6.5492866560816765E-003
   1.2776724100112915         -5.0519675016403198E-002     5.7015608945221175E-007     1.6193339601159096E-002
  0.73593443632125854         0.55705600976943970          6.5493611618876457E-003
  0.37386900186538696        -0.16320727765560150          8.1649193361954531E-007     1.5696748495101929     
  0.21805877983570099         0.19440051913261414          6.5494254231452942E-003
   2.3708195658400655E-004     1.7877304926514626E-003     1.2044918094034074E-006    0.38104024529457092     
   3.9689545519649982E-003    0.72539341449737549          6.5495278686285019E-003
  0.21216031908988953          6.1928406357765198E-002     1.3944070360594196E-006    0.32981428503990173     
  0.12540012598037720         0.91894030570983887          6.5495767630636692E-003
   1.7779734916985035E-003     7.0434720255434513E-003     2.1574401216639671E-006     1.7989875748753548E-002
   4.8514860682189465E-003    0.74230748414993286          6.5497765317559242E-003
   6.6717355512082577E-003    -1.8544064834713936E-002     2.4751916498644277E-006    0.82633131742477417     
   7.6554631814360619E-003    0.65996068716049194          6.5498603507876396E-003
  0.64256274700164795        -0.19993858039379120          3.3444212022004649E-006     1.0162509046494961E-002
  0.37201866507530212          7.6189473271369934E-002     6.5500875934958458E-003
   2.5501890107989311E-002     2.8981620445847511E-002     4.4151329348096624E-006     1.1700029373168945     
   1.8444284796714783E-002    0.81290948390960693          6.5503679215908051E-003
   1.5125033855438232        -0.14066132903099060          5.2734790187969338E-006     1.2842630147933960     
  0.87049138545989990         0.26695701479911804          6.5505923703312874E-003
  0.33887097239494324          5.9291627258062363E-002     5.4708752941223793E-006    0.25441464781761169     
  0.19800354540348053         0.91045439243316650          6.5506440587341785E-003
  0.94105499982833862        -0.19658866524696350          6.2243984757515136E-006     1.6271400451660156     
  0.54305285215377808          8.6968839168548584E-002     6.5508410334587097E-003
  0.29665940999984741          6.1237022280693054E-002     8.0783311204868369E-006     1.3413382768630981     
  0.17381547391414642         0.91671514511108398          6.5513262525200844E-003
   1.3983840942382812        -0.15359161794185638          8.3126551544410177E-006     7.0736801717430353E-005
  0.80510085821151733         0.22534295916557312          6.5513881854712963E-003
  0.88371461629867554        -0.19970150291919708          1.2569134014484007E-005     1.0556044578552246     
  0.51019555330276489          7.6947547495365143E-002     6.5525029785931110E-003
   1.3277736725285649E-003    -9.0174647048115730E-003     1.4802552868786734E-005     1.6269775629043579     
   4.5883017592132092E-003    0.69061756134033203          6.5530869178473949E-003
   1.1128211021423340        -0.18341463804244995          1.7262434994336218E-005     1.6889525651931763     
  0.64147186279296875         0.12936091423034668          6.5537313930690289E-003
   1.6889709234237671        -0.12966874241828918          2.5231713152606972E-005     1.6889899969100952     
  0.97160482406616211         0.30232629179954529          6.5558184869587421E-003
   1.6890088319778442        -0.12919554114341736          3.5074433981208131E-005     1.6869534254074097     
  0.97162532806396484         0.30384570360183716          6.5583949908614159E-003
   1.6890276670455933        -0.12895894050598145          3.9995491533773020E-005     1.6890460252761841     
  0.97163546085357666         0.30460539460182190          6.5596839413046837E-003
   1.6890646219253540        -0.12848563492298126          4.9840607971418649E-005     1.6890833377838135     
  0.97165602445602417         0.30612486600875854          6.5622618421912193E-003
   1.6891020536422729        -0.12801237404346466          5.9684880397981033E-005     1.6829545497894287     
  0.97167676687240601         0.30764421820640564          6.5648383460938931E-003
   1.6871463060379028        -0.12736435234546661          8.7523403635714203E-005     1.6749558448791504     
  0.97055286169052124         0.30971959233283997          6.5721278078854084E-003
   1.6832132339477539        -0.12613460421562195          1.3248967297840863E-004     1.6593010425567627     
  0.96829485893249512         0.31366059184074402          6.5839006565511227E-003
   1.6589585542678833        -0.13047723472118378          1.4246463251765817E-004     1.6752849817276001     
  0.95439499616622925         0.29968044161796570          6.5865120850503445E-003
   1.4559237957000732        -0.14643676578998566          2.1854471415281296E-003     1.2278342247009277     
  0.83775800466537476         0.24748945236206055          7.1214097552001476E-003
  0.99922049045562744        -0.19217361509799957          2.1960535086691380E-003    0.77930456399917603     
  0.57588136196136475         0.10011509060859680          7.1241869591176510E-003
  0.73409086465835571        -0.20227843523025513          2.1973291877657175E-003    0.82733988761901855     
  0.42385518550872803          6.7555204033851624E-002     7.1245208382606506E-003
   1.1707330942153931        -0.17757999897003174          2.2006658837199211E-003    0.68888747692108154     
  0.67422640323638916         0.14713536202907562          7.1253944188356400E-003
   1.2848995923995972        -0.16596111655235291          2.2009501699358225E-003    0.94197076559066772     
  0.73969012498855591         0.18457250297069550          7.1254684589803219E-003
   1.5700850486755371        -0.13478744029998779          2.2034267894923687E-003     1.3419283628463745     
  0.90321600437164307         0.28501775860786438          7.1261171251535416E-003
  0.59860956668853760        -0.19632837176322937          2.2049108520150185E-003     1.3989281654357910     
  0.34616747498512268          8.6723454296588898E-002     7.1265059523284435E-003
   1.5129575729370117        -0.14015406370162964          2.2055783774703741E-003    0.64371728897094727     
  0.87045884132385254         0.26772475242614746          7.1266805753111839E-003
  0.46400558948516846        -0.17993186414241791          2.2062561474740505E-003    0.50871574878692627     
  0.26898449659347534         0.13955430686473846          7.1268579922616482E-003
  0.55359667539596558        -0.19209240376949310          2.2077783942222595E-003    0.88467675447463989     
  0.32035610079765320         0.10037039220333099          7.1272561326622963E-003
  0.41950291395187378        -0.17196640372276306          2.2104745730757713E-003     1.0564275979995728     
  0.24346485733985901         0.16521887481212616          7.1279620751738548E-003
   1.1135975122451782        -0.18285587430000305          2.2132645826786757E-003    0.15792813897132874     
  0.64146238565444946         0.13012972474098206          7.1286926977336407E-003
   1.6273423433303833        -0.13109841942787170          2.2203596308827400E-003    0.37523391842842102     
  0.93604618310928345         0.29689776897430420          7.1305497549474239E-003
   1.6274986267089844        -0.11220621317625046          2.2220348473638296E-003     7.4815228581428528E-002
  0.93613541126251221         0.35777112841606140          7.1309893392026424E-003
