 FFD Points: X, Y, Z
   2.0622851848602295      ,   0.15544286370277405      ,    2.7102653980255127     
           1  ,            1  ,            6
   2.4498040676116943      ,   0.23366117477416992      ,    3.2523214817047119     
           1  ,            1  ,            7
   2.8149859905242920      ,   0.31546843051910400      ,    3.7943773269653320     
           1  ,            2  ,            0
  0.17217427492141724      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           1  ,            2  ,            1
  0.50731599330902100      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           1  ,            2  ,            2
  0.88005131483078003      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           1  ,            2  ,            3
   1.2843101024627686      ,   0.12271466106176376      ,    1.6261538267135620     
           1  ,            2  ,            4
   1.6969801187515259      ,   0.16668739914894104      ,    2.1682095527648926     
           1  ,            2  ,            5
   2.0622851848602295      ,   0.21669192612171173      ,    2.7102653980255127     
           1  ,            2  ,            6
   2.4498040676116943      ,   0.29147377610206604      ,    3.2523214817047119     
           1  ,            2  ,            7
   2.8149859905242920      ,   0.36647316813468933      ,    3.7943773269653320     
           2  ,            0  ,            0
  0.36927780508995056      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           2  ,            0  ,            1
  0.67216813564300537      ,  -0.13954526185989380      ,   0.54204189777374268     
           2  ,            0  ,            2
   1.0109735727310181      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           2  ,            0  ,            3
   1.3981566429138184      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           2  ,            0  ,            4
   1.7955523729324341      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           2  ,            0  ,            5
   2.1464455127716064      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           2  ,            0  ,            6
   2.5208575725555420      ,   0.17584855854511261      ,    3.2523214817047119     
           2  ,            0  ,            7
   2.8725295066833496      ,   0.26446369290351868      ,    3.7943773269653320     
           2  ,            1  ,            0
  0.36927780508995056      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           2  ,            1  ,            1
  0.67216813564300537      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           2  ,            1  ,            2
   1.0109735727310181      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           2  ,            1  ,            3
   1.3981566429138184      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           2  ,            1  ,            4
   1.7955523729324341      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           2  ,            1  ,            5
   2.1464455127716064      ,   0.15544286370277405      ,    2.7102653980255127     
           2  ,            1  ,            6
   2.5208575725555420      ,   0.23366117477416992      ,    3.2523214817047119     
           2  ,            1  ,            7
   2.8725295066833496      ,   0.31546843051910400      ,    3.7943773269653320     
           2  ,            2  ,            0
  0.36927780508995056      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           2  ,            2  ,            1
  0.67216813564300537      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           2  ,            2  ,            2
   1.0109735727310181      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           2  ,            2  ,            3
   1.3981566429138184      ,   0.12271466106176376      ,    1.6261538267135620     
           2  ,            2  ,            4
   1.7955523729324341      ,   0.16668739914894104      ,    2.1682095527648926     
           2  ,            2  ,            5
   2.1464455127716064      ,   0.21669192612171173      ,    2.7102653980255127     
           2  ,            2  ,            6
   2.5208575725555420      ,   0.29147377610206604      ,    3.2523214817047119     
           2  ,            2  ,            7
   2.8725295066833496      ,   0.36647316813468933      ,    3.7943773269653320     
           3  ,            0  ,            0
  0.56638133525848389      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           3  ,            0  ,            1
  0.83702027797698975      ,  -0.13954526185989380      ,   0.54204189777374268     
           3  ,            0  ,            2
   1.1418957710266113      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           3  ,            0  ,            3
   1.5120030641555786      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           3  ,            0  ,            4
   1.8941245079040527      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           3  ,            0  ,            5
   2.2306058406829834      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           3  ,            0  ,            6
   2.5919108390808105      ,   0.17584855854511261      ,    3.2523214817047119     
           3  ,            0  ,            7
   2.9300730228424072      ,   0.26446369290351868      ,    3.7943773269653320     
           3  ,            1  ,            0
  0.56638133525848389      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           3  ,            1  ,            1
  0.83702027797698975      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           3  ,            1  ,            2
   1.1418957710266113      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           3  ,            1  ,            3
   1.5120030641555786      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           3  ,            1  ,            4
   1.8941245079040527      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           3  ,            1  ,            5
   2.2306058406829834      ,   0.15544286370277405      ,    2.7102653980255127     
           3  ,            1  ,            6
   2.5919108390808105      ,   0.23366117477416992      ,    3.2523214817047119     
           3  ,            1  ,            7
   2.9300730228424072      ,   0.31546843051910400      ,    3.7943773269653320     
           3  ,            2  ,            0
  0.56638133525848389      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           3  ,            2  ,            1
  0.83702027797698975      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           3  ,            2  ,            2
   1.1418957710266113      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           3  ,            2  ,            3
   1.5120030641555786      ,   0.12271466106176376      ,    1.6261538267135620     
           3  ,            2  ,            4
   1.8941245079040527      ,   0.16668739914894104      ,    2.1682095527648926     
           3  ,            2  ,            5
   2.2306058406829834      ,   0.21669192612171173      ,    2.7102653980255127     
           3  ,            2  ,            6
   2.5919108390808105      ,   0.29147377610206604      ,    3.2523214817047119     
           3  ,            2  ,            7
   2.9300730228424072      ,   0.36647316813468933      ,    3.7943773269653320     
           4  ,            0  ,            0
  0.76348483562469482      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           4  ,            0  ,            1
   1.0018724203109741      ,  -0.13954526185989380      ,   0.54204189777374268     
           4  ,            0  ,            2
   1.2728179693222046      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           4  ,            0  ,            3
   1.6258494853973389      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           4  ,            0  ,            4
   1.9926966428756714      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           4  ,            0  ,            5
   2.3147661685943604      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           4  ,            0  ,            6
   2.6629643440246582      ,   0.17584855854511261      ,    3.2523214817047119     
           4  ,            0  ,            7
   2.9876165390014648      ,   0.26446369290351868      ,    3.7943773269653320     
           4  ,            1  ,            0
  0.76348483562469482      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           4  ,            1  ,            1
   1.0018724203109741      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           4  ,            1  ,            2
   1.2728179693222046      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           4  ,            1  ,            3
   1.6258494853973389      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           4  ,            1  ,            4
   1.9926966428756714      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           4  ,            1  ,            5
   2.3147661685943604      ,   0.15544286370277405      ,    2.7102653980255127     
           4  ,            1  ,            6
   2.6629643440246582      ,   0.23366117477416992      ,    3.2523214817047119     
           4  ,            1  ,            7
   2.9876165390014648      ,   0.31546843051910400      ,    3.7943773269653320     
           4  ,            2  ,            0
  0.76348483562469482      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           4  ,            2  ,            1
   1.0018724203109741      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           4  ,            2  ,            2
   1.2728179693222046      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           4  ,            2  ,            3
   1.6258494853973389      ,   0.12271466106176376      ,    1.6261538267135620     
           4  ,            2  ,            4
   1.9926966428756714      ,   0.16668739914894104      ,    2.1682095527648926     
           4  ,            2  ,            5
   2.3147661685943604      ,   0.21669192612171173      ,    2.7102653980255127     
           4  ,            2  ,            6
   2.6629643440246582      ,   0.29147377610206604      ,    3.2523214817047119     
           4  ,            2  ,            7
   2.9876165390014648      ,   0.36647316813468933      ,    3.7943773269653320     
           5  ,            0  ,            0
  0.96058833599090576      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           5  ,            0  ,            1
   1.1667245626449585      ,  -0.13954526185989380      ,   0.54204189777374268     
           5  ,            0  ,            2
   1.4037401676177979      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           5  ,            0  ,            3
   1.7396959066390991      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           5  ,            0  ,            4
   2.0912687778472900      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           5  ,            0  ,            5
   2.3989264965057373      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           5  ,            0  ,            6
   2.7340176105499268      ,   0.17584855854511261      ,    3.2523214817047119     
           5  ,            0  ,            7
   3.0451598167419434      ,   0.26446369290351868      ,    3.7943773269653320     
           5  ,            1  ,            0
  0.96058833599090576      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           5  ,            1  ,            1
   1.1667245626449585      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           5  ,            1  ,            2
   1.4037401676177979      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           5  ,            1  ,            3
   1.7396959066390991      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           5  ,            1  ,            4
   2.0912687778472900      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           5  ,            1  ,            5
   2.3989264965057373      ,   0.15544286370277405      ,    2.7102653980255127     
           5  ,            1  ,            6
   2.7340176105499268      ,   0.23366117477416992      ,    3.2523214817047119     
           5  ,            1  ,            7
   3.0451598167419434      ,   0.31546843051910400      ,    3.7943773269653320     
           5  ,            2  ,            0
  0.96058833599090576      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           5  ,            2  ,            1
   1.1667245626449585      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           5  ,            2  ,            2
   1.4037401676177979      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           5  ,            2  ,            3
   1.7396959066390991      ,   0.12271466106176376      ,    1.6261538267135620     
           5  ,            2  ,            4
   2.0912687778472900      ,   0.16668739914894104      ,    2.1682095527648926     
           5  ,            2  ,            5
   2.3989264965057373      ,   0.21669192612171173      ,    2.7102653980255127     
           5  ,            2  ,            6
   2.7340176105499268      ,   0.29147377610206604      ,    3.2523214817047119     
           5  ,            2  ,            7
   3.0451598167419434      ,   0.36647316813468933      ,    3.7943773269653320     
           6  ,            0  ,            0
   1.1576919555664062      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           6  ,            0  ,            1
   1.3315768241882324      ,  -0.13954526185989380      ,   0.54204189777374268     
           6  ,            0  ,            2
   1.5346624851226807      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           6  ,            0  ,            3
   1.8535423278808594      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           6  ,            0  ,            4
   2.1898410320281982      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           6  ,            0  ,            5
   2.4830868244171143      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           6  ,            0  ,            6
   2.8050711154937744      ,   0.17584855854511261      ,    3.2523214817047119     
           6  ,            0  ,            7
   3.1027033329010010      ,   0.26446369290351868      ,    3.7943773269653320     
           6  ,            1  ,            0
   1.1576919555664062      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           6  ,            1  ,            1
   1.3315768241882324      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           6  ,            1  ,            2
   1.5346624851226807      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           6  ,            1  ,            3
   1.8535423278808594      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           6  ,            1  ,            4
   2.1898410320281982      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           6  ,            1  ,            5
   2.4830868244171143      ,   0.15544286370277405      ,    2.7102653980255127     
           6  ,            1  ,            6
   2.8050711154937744      ,   0.23366117477416992      ,    3.2523214817047119     
           6  ,            1  ,            7
   3.1027033329010010      ,   0.31546843051910400      ,    3.7943773269653320     
           6  ,            2  ,            0
   1.1576919555664062      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           6  ,            2  ,            1
   1.3315768241882324      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           6  ,            2  ,            2
   1.5346624851226807      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           6  ,            2  ,            3
   1.8535423278808594      ,   0.12271466106176376      ,    1.6261538267135620     
           6  ,            2  ,            4
   2.1898410320281982      ,   0.16668739914894104      ,    2.1682095527648926     
           6  ,            2  ,            5
   2.4830868244171143      ,   0.21669192612171173      ,    2.7102653980255127     
           6  ,            2  ,            6
   2.8050711154937744      ,   0.29147377610206604      ,    3.2523214817047119     
           6  ,            2  ,            7
   3.1027033329010010      ,   0.36647316813468933      ,    3.7943773269653320     
           7  ,            0  ,            0
   1.3547954559326172      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           7  ,            0  ,            1
   1.4964289665222168      ,  -0.13954526185989380      ,   0.54204189777374268     
           7  ,            0  ,            2
   1.6655845642089844      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           7  ,            0  ,            3
   1.9673888683319092      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           7  ,            0  ,            4
   2.2884130477905273      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           7  ,            0  ,            5
   2.5672471523284912      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           7  ,            0  ,            6
   2.8761243820190430      ,   0.17584855854511261      ,    3.2523214817047119     
           7  ,            0  ,            7
   3.1602468490600586      ,   0.26446369290351868      ,    3.7943773269653320     
           7  ,            1  ,            0
   1.3547954559326172      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           7  ,            1  ,            1
   1.4964289665222168      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           7  ,            1  ,            2
   1.6655845642089844      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           7  ,            1  ,            3
   1.9673888683319092      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           7  ,            1  ,            4
   2.2884130477905273      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           7  ,            1  ,            5
   2.5672471523284912      ,   0.15544286370277405      ,    2.7102653980255127     
           7  ,            1  ,            6
   2.8761243820190430      ,   0.23366117477416992      ,    3.2523214817047119     
           7  ,            1  ,            7
   3.1602468490600586      ,   0.31546843051910400      ,    3.7943773269653320     
           7  ,            2  ,            0
   1.3547954559326172      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           7  ,            2  ,            1
   1.4964289665222168      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           7  ,            2  ,            2
   1.6655845642089844      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           7  ,            2  ,            3
   1.9673888683319092      ,   0.12271466106176376      ,    1.6261538267135620     
           7  ,            2  ,            4
   2.2884130477905273      ,   0.16668739914894104      ,    2.1682095527648926     
           7  ,            2  ,            5
   2.5672471523284912      ,   0.21669192612171173      ,    2.7102653980255127     
           7  ,            2  ,            6
   2.8761243820190430      ,   0.29147377610206604      ,    3.2523214817047119     
           7  ,            2  ,            7
   3.1602468490600586      ,   0.36647316813468933      ,    3.7943773269653320     
           8  ,            0  ,            0
   1.5518989562988281      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           8  ,            0  ,            1
   1.6612811088562012      ,  -0.13954526185989380      ,   0.54204189777374268     
           8  ,            0  ,            2
   1.7965068817138672      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           8  ,            0  ,            3
   2.0812354087829590      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           8  ,            0  ,            4
   2.3869853019714355      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           8  ,            0  ,            5
   2.6514074802398682      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           8  ,            0  ,            6
   2.9471778869628906      ,   0.17584855854511261      ,    3.2523214817047119     
           8  ,            0  ,            7
   3.2177903652191162      ,   0.26446369290351868      ,    3.7943773269653320     
           8  ,            1  ,            0
   1.5518989562988281      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           8  ,            1  ,            1
   1.6612811088562012      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           8  ,            1  ,            2
   1.7965068817138672      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           8  ,            1  ,            3
   2.0812354087829590      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           8  ,            1  ,            4
   2.3869853019714355      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           8  ,            1  ,            5
   2.6514074802398682      ,   0.15544286370277405      ,    2.7102653980255127     
           8  ,            1  ,            6
   2.9471778869628906      ,   0.23366117477416992      ,    3.2523214817047119     
           8  ,            1  ,            7
   3.2177903652191162      ,   0.31546843051910400      ,    3.7943773269653320     
           8  ,            2  ,            0
   1.5518989562988281      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           8  ,            2  ,            1
   1.6612811088562012      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           8  ,            2  ,            2
   1.7965068817138672      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           8  ,            2  ,            3
   2.0812354087829590      ,   0.12271466106176376      ,    1.6261538267135620     
           8  ,            2  ,            4
   2.3869853019714355      ,   0.16668739914894104      ,    2.1682095527648926     
           8  ,            2  ,            5
   2.6514074802398682      ,   0.21669192612171173      ,    2.7102653980255127     
           8  ,            2  ,            6
   2.9471778869628906      ,   0.29147377610206604      ,    3.2523214817047119     
           8  ,            2  ,            7
   3.2177903652191162      ,   0.36647316813468933      ,    3.7943773269653320     
           9  ,            0  ,            0
   1.7490024566650391      ,  -0.22784169018268585      ,   -1.4001223462400958E-005
           9  ,            0  ,            1
   1.8261332511901855      ,  -0.13954526185989380      ,   0.54204189777374268     
           9  ,            0  ,            2
   1.9274289608001709      ,   -7.5796373188495636E-002 ,    1.0840978622436523     
           9  ,            0  ,            3
   2.1950817108154297      ,   -2.5093531236052513E-002 ,    1.6261538267135620     
           9  ,            0  ,            4
   2.4855575561523438      ,    3.2231286168098450E-002 ,    2.1682095527648926     
           9  ,            0  ,            5
   2.7355678081512451      ,    9.4193793833255768E-002 ,    2.7102653980255127     
           9  ,            0  ,            6
   3.0182311534881592      ,   0.17584855854511261      ,    3.2523214817047119     
           9  ,            0  ,            7
   3.2753338813781738      ,   0.26446369290351868      ,    3.7943773269653320     
           9  ,            1  ,            0
   1.7490024566650391      ,   -7.0312604308128357E-002 ,   -1.4001223462400958E-005
           9  ,            1  ,            1
   1.8261332511901855      ,   -2.7502611279487610E-002 ,   0.54204189777374268     
           9  ,            1  ,            2
   1.9274289608001709      ,    8.1522539258003235E-003 ,    1.0840978622436523     
           9  ,            1  ,            3
   2.1950817108154297      ,    4.8810563981533051E-002 ,    1.6261538267135620     
           9  ,            1  ,            4
   2.4855575561523438      ,    9.9459342658519745E-002 ,    2.1682095527648926     
           9  ,            1  ,            5
   2.7355678081512451      ,   0.15544286370277405      ,    2.7102653980255127     
           9  ,            1  ,            6
   3.0182311534881592      ,   0.23366117477416992      ,    3.2523214817047119     
           9  ,            1  ,            7
   3.2753338813781738      ,   0.31546843051910400      ,    3.7943773269653320     
           9  ,            2  ,            0
   1.7490024566650391      ,    8.7216481566429138E-002 ,   -1.4001223462400958E-005
           9  ,            2  ,            1
   1.8261332511901855      ,    8.4540039300918579E-002 ,   0.54204189777374268     
           9  ,            2  ,            2
   1.9274289608001709      ,    9.2100881040096283E-002 ,    1.0840978622436523     
           9  ,            2  ,            3
   2.1950817108154297      ,   0.12271466106176376      ,    1.6261538267135620     
           9  ,            2  ,            4
   2.4855575561523438      ,   0.16668739914894104      ,    2.1682095527648926     
           9  ,            2  ,            5
   2.7355678081512451      ,   0.21669192612171173      ,    2.7102653980255127     
           9  ,            2  ,            6
   3.0182311534881592      ,   0.29147377610206604      ,    3.2523214817047119     
           9  ,            2  ,            7
   3.2753338813781738      ,   0.36647316813468933      ,    3.7943773269653320     
 Solid Boundary Point Data
   3.0319240093231201      ,   0.32818806171417236      ,    3.7693769931793213     
  0.55772495269775391      ,   0.66066426038742065      ,   0.99341118335723877     
   3.0219032764434814      ,   0.32725951075553894      ,    3.7693741321563721     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0325353145599365      ,   0.32594567537307739      ,    3.7693514823913574     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0224881172180176      ,   0.32495790719985962      ,    3.7693374156951904     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0419352054595947      ,   0.32920330762863159      ,    3.7693374156951904     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0425720214843750      ,   0.32702618837356567      ,    3.7693262100219727     
  0.57812154293060303      ,   0.64941674470901489      ,   0.99339777231216431     
   3.0118741989135742      ,   0.32641261816024780      ,    3.7693200111389160     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0124316215515137      ,   0.32406041026115417      ,    3.7692754268646240     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0212399959564209      ,   0.32953131198883057      ,    3.7692580223083496     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0312271118164062      ,   0.33039852976799011      ,    3.7692527770996094     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0537383556365967      ,   0.33004176616668701      ,    3.7692506313323975     
  0.59953254461288452      ,   0.67890655994415283      ,   0.99337780475616455     
   3.0543487071990967      ,   0.32781693339347839      ,    3.7692275047302246     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0112457275390625      ,   0.32873728871345520      ,    3.7692084312438965     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0412056446075439      ,   0.33134654164314270      ,    3.7692010402679443     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0018384456634521      ,   0.32564082741737366      ,    3.7692008018493652     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0330581665039062      ,   0.32368624210357666      ,    3.7691693305969238     
  0.56012004613876343      ,   0.61709904670715332      ,   0.99335664510726929     
   3.0431122779846191      ,   0.32482889294624329      ,    3.7691679000854492     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0023670196533203      ,   0.32324883341789246      ,    3.7691497802734375     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0229923725128174      ,   0.32264262437820435      ,    3.7691345214843750     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0530314445495605      ,   0.33223325014114380      ,    3.7691154479980469     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0662698745727539      ,   0.33101904392242432      ,    3.7690985202789307     
  0.62363147735595703      ,   0.68864518404006958      ,   0.99333792924880981     
   3.0012459754943848      ,   0.32800769805908203      ,    3.7690913677215576     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0668487548828125      ,   0.32877862453460693      ,    3.7690668106079102     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0129160881042480      ,   0.32169795036315918      ,    3.7690551280975342     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   3.0548648834228516      ,   0.32557940483093262      ,    3.7690434455871582     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
   2.9917979240417480      ,   0.32493475079536438      ,    3.7690148353576660     
  0.48148342967033386      ,   0.62948632240295410      ,   0.99331575632095337     
   3.0204963684082031      ,   0.33175048232078552      ,    3.7689645290374756     
   0.0000000000000000      ,    0.0000000000000000      ,    0.0000000000000000     
